entity_id,state,last_changed
sensor.elmatare_diskmaskin_current,6.941,2025-05-20T17:12:15.018Z
sensor.elmatare_diskmaskin_current,6.936,2025-05-20T17:12:20.019Z
sensor.elmatare_diskmaskin_current,6.932,2025-05-20T17:12:25.160Z
sensor.elmatare_diskmaskin_current,6.873,2025-05-20T17:12:30.037Z
sensor.elmatare_diskmaskin_current,6.968,2025-05-20T17:12:35.076Z
sensor.elmatare_diskmaskin_current,6.976,2025-05-20T17:12:40.133Z
sensor.elmatare_diskmaskin_current,6.993,2025-05-20T17:12:45.052Z
sensor.elmatare_diskmaskin_current,6.989,2025-05-20T17:12:50.141Z
sensor.elmatare_diskmaskin_current,6.982,2025-05-20T17:12:55.113Z
sensor.elmatare_diskmaskin_current,6.979,2025-05-20T17:13:00.107Z
sensor.elmatare_diskmaskin_current,6.97,2025-05-20T17:13:05.094Z
sensor.elmatare_diskmaskin_current,6.967,2025-05-20T17:13:10.100Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T17:13:15.099Z
sensor.elmatare_diskmaskin_current,6.97,2025-05-20T17:13:20.109Z
sensor.elmatare_diskmaskin_current,6.971,2025-05-20T17:13:25.108Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T17:13:30.110Z
sensor.elmatare_diskmaskin_current,6.972,2025-05-20T17:13:35.192Z
sensor.elmatare_diskmaskin_current,6.976,2025-05-20T17:13:40.185Z
sensor.elmatare_diskmaskin_current,6.983,2025-05-20T17:13:45.213Z
sensor.elmatare_diskmaskin_current,6.969,2025-05-20T17:13:50.213Z
sensor.elmatare_diskmaskin_current,6.981,2025-05-20T17:13:55.218Z
sensor.elmatare_diskmaskin_current,6.988,2025-05-20T17:14:00.288Z
sensor.elmatare_diskmaskin_current,6.999,2025-05-20T17:14:05.220Z
sensor.elmatare_diskmaskin_current,6.984,2025-05-20T17:14:10.224Z
sensor.elmatare_diskmaskin_current,6.988,2025-05-20T17:14:15.222Z
sensor.elmatare_diskmaskin_current,7.001,2025-05-20T17:14:20.223Z
sensor.elmatare_diskmaskin_current,7.004,2025-05-20T17:14:25.229Z
sensor.elmatare_diskmaskin_current,6.999,2025-05-20T17:14:30.238Z
sensor.elmatare_diskmaskin_current,7.008,2025-05-20T17:14:35.224Z
sensor.elmatare_diskmaskin_current,6.996,2025-05-20T17:14:40.225Z
sensor.elmatare_diskmaskin_current,6.998,2025-05-20T17:14:45.219Z
sensor.elmatare_diskmaskin_current,6.992,2025-05-20T17:14:50.225Z
sensor.elmatare_diskmaskin_current,7.003,2025-05-20T17:14:55.227Z
sensor.elmatare_diskmaskin_current,7.013,2025-05-20T17:15:00.235Z
sensor.elmatare_diskmaskin_current,7.009,2025-05-20T17:15:05.222Z
sensor.elmatare_diskmaskin_current,7.002,2025-05-20T17:15:10.232Z
sensor.elmatare_diskmaskin_current,7.008,2025-05-20T17:15:15.234Z
sensor.elmatare_diskmaskin_current,6.997,2025-05-20T17:15:20.238Z
sensor.elmatare_diskmaskin_current,6.993,2025-05-20T17:15:25.309Z
sensor.elmatare_diskmaskin_current,6.997,2025-05-20T17:15:30.315Z
sensor.elmatare_diskmaskin_current,6.999,2025-05-20T17:15:35.317Z
